"","no","peakTime","peak","baseline1","baseline2","baseline","amplitude","relAmp","percDiff","duration","irradGain","relIrrad","irradTot","baselineTime1","baselineTime2","symmetry","z","timeInterval"
"1078",1078,49590,319.29,527.51,446.09,486.8,167.51,167.51,0.3441,6,-143.895090566038,-143.895090566038,3263.68777924528,49586,49592,"symmetric","495901",19
"1104",1104,50470,102.17,109.65,137.91,123.78,21.61,21.61,0.1746,6,-108.954470377358,-108.954470377358,757.483222075472,50468,50474,"symmetric","504701",24
"1106",1106,50570,93.66,98.67,103.04,100.855,7.2,7.195,0.0714,6,-34.567077735849,-34.567077735849,671.391463584906,50567,50573,"symmetric","505701",40
"1115",1115,51182,553.34,746.69,746.65,746.67,193.33,193.33,0.2589,6,-999.410247169812,-999.410247169812,4227.29346226415,51180,51186,"symmetric","511821",118
"1116",1116,51201,726.68,774.66,782.62,778.64,51.96,51.96,0.0667,6,-467.066547169811,-467.066547169811,4983.39723396226,51199,51205,"symmetric","512011",19
"1119",1119,51493,237.02,754.65,438.44,596.545,359.52,359.525,0.6027,6,159.355231132075,159.355231132075,4335.16550943396,51489,51495,"symmetric","514931",27
"1122",1122,51532,567.55,867.45,683.31,775.38,207.83,207.83,0.268,6,-436.919799056604,-436.919799056604,4990.75301886792,51529,51535,"symmetric","515321",5
"1128",1128,51684,215.67,589.15,642.18,615.665,400,399.995,0.6497,6,-796.126958490566,-796.126958490566,3513.55219811321,51682,51688,"symmetric","516841",15
"1132",1132,51737,138.01,536.43,434.05,485.24,347.23,347.23,0.7156,6,-1429.41573679245,-1429.41573679245,1967.26569622642,51734,51740,"symmetric","517371",23
"1138",1138,52238,436.58,708.61,722.99,715.8,279.22,279.22,0.3901,6,-1029.49773962264,-1029.49773962264,3981.10681698113,52234,52240,"symmetric","522381",265
"1140",1140,52269,428.55,862.12,832.49,847.305,418.76,418.755,0.4942,6,-1436.98928773585,-1436.98928773585,4494.15326037736,52267,52273,"symmetric","522691",14
"1168",1168,53470,318.94,341.03,364.02,352.525,33.58,33.585,0.0953,6,-112.359786792453,-112.359786792453,2355.29565283019,53467,53473,"symmetric","534701",7
"1169",1169,53490,313.63,669.95,1169.09,919.52,605.89,605.89,0.6589,6,-2615.42859622642,-2615.42859622642,3821.20604150943,53487,53493,"symmetric","534901",20
"1175",1175,53674,549.25,819.41,1033.19,926.3,377.05,377.05,0.407,6,-1907.83321981132,-1907.83321981132,4576.26258679245,53671,53677,"symmetric","536741",29
"1176",1176,53687,523.38,1477.28,1461.9,1469.59,946.21,946.21,0.6439,6,-3150.06775471698,-3150.06775471698,7137.05603773585,53684,53690,"symmetric","536871",13
"1189",1189,54056,211.26,346.08,299.51,322.795,111.53,111.535,0.3455,6,-270.452402830189,-270.452402830189,1989.13299622642,54053,54059,"symmetric","540561",12
"1201",1201,55715,736.83,1096.16,1049.85,1073.005,336.18,336.175,0.3133,6,-1288.11315566038,-1288.11315566038,6222.89441886792,55712,55718,"symmetric","557151",129
"1202",1202,55737,912.91,1141.21,1024.43,1082.82,169.91,169.91,0.1569,6,-239.965514150943,-239.965514150943,7339.77565471698,55734,55740,"symmetric","557371",22
"1213",1213,56108,1006.07,1148.08,1118.55,1133.315,127.25,127.245,0.1123,6,-324.077586792452,-324.077586792452,7609.10636037736,56105,56111,"symmetric","561081",9
"1234",1234,60638,474.03,659.71,1069.12,864.415,390.38,390.385,0.4516,6,-927.483979245284,-927.483979245284,5123.42210377358,60636,60642,"symmetric","606381",774
"1249",1249,61726,801.78,1241.47,1320,1280.735,478.96,478.955,0.374,6,-2365.92066226415,-2365.92066226415,6599.21826226415,61724,61730,"symmetric","617261",104
"1251",1251,61743,1121.43,1280.25,1348.1,1314.175,192.74,192.745,0.1467,6,-902.609796226416,-902.609796226416,8296.62108113207,61740,61746,"symmetric","617431",6
"1282",1282,64821,1321.49,1586.15,1575.48,1580.815,259.33,259.325,0.164,6,-1088.03555660377,-1088.03555660377,9977.69869811321,64819,64825,"symmetric","648211",6
"1304",1304,65831,830.95,1217.53,1046.88,1132.205,301.25,301.255,0.2661,6,-304.455523584906,-304.455523584906,7620.97639245283,65827,65833,"symmetric","658311",67
"1306",1306,66033,1110.51,1184.8,1320.89,1252.845,142.34,142.335,0.1136,6,-590.519148113209,-590.519148113209,8179.40779811321,66031,66037,"symmetric","660331",197
"1338",1338,68737,123.55,156.77,134.73,145.75,22.2,22.2,0.1523,6,-70.070620754717,-70.070620754717,950.148764150943,68734,68740,"symmetric","687371",96
"1343",1343,69014,542,697.74,690.09,693.915,151.91,151.915,0.2189,6,-591.367211320754,-591.367211320754,4266.03727358491,69012,69018,"symmetric","690141",6
"1345",1345,69105,706.95,783.18,779.82,781.5,74.55,74.55,0.0954,6,-1273.6894245283,-1273.6894245283,4196.80574150943,69102,69108,"symmetric","691051",9
"1350",1350,69253,949.87,1661.24,1113.78,1387.51,437.64,437.64,0.3154,6,-1202.15625283019,-1202.15625283019,8510.4044490566,69250,69256,"symmetric","692531",20
"1357",1357,69567,1168.55,1383.42,1303.99,1343.705,175.15,175.155,0.1303,6,-537.687169811321,-537.687169811321,8868.23125471698,69564,69570,"symmetric","695671",39
"1359",1359,69622,261.99,552.49,1124.73,838.61,576.62,576.62,0.6876,6,-2100.92590188679,-2100.92590188679,3769.34658113208,69620,69626,"symmetric","696221",12
"1361",1361,69686,224.11,772.55,556.79,664.67,440.56,440.56,0.6628,6,-1233.03724811321,-1233.03724811321,3419.64213962264,69683,69689,"symmetric","696861",6
"1362",1362,69693,232.07,556.79,629.68,593.235,361.16,361.165,0.6088,6,-1656.55861132075,-1656.55861132075,2496.05797924528,69689,69695,"symmetric","696931",7
"1378",1378,70521,1063.11,1492.86,1260.63,1376.745,313.64,313.635,0.2278,6,-1156.95826981132,-1156.95826981132,8480.28545660377,70519,70525,"symmetric","705211",45
"1403",1403,71426,916.85,1060.39,1041.48,1050.935,134.08,134.085,0.1276,6,-537.250686792452,-537.250686792452,6819.29164528302,71423,71429,"symmetric","714261",58
"1408",1408,71713,520.14,1245.38,1670.91,1458.145,938,938.005,0.6433,6,-3470.14531698113,-3470.14531698113,6736.89537169811,71710,71716,"symmetric","717131",24
"1410",1410,71743,908.38,1353.5,1351.66,1352.58,444.2,444.2,0.3284,6,-1666.97655283019,-1666.97655283019,7801.08958867925,71740,71746,"symmetric","717431",19
"1411",1411,71755,418.96,550.79,837.75,694.27,275.31,275.31,0.3965,6,-1456.06146792453,-1456.06146792453,3403.83508301887,71752,71758,"symmetric","717551",12
"1422",1422,72057,39.18,49.04,60.33,54.685,15.51,15.505,0.2836,6,-70.4750332075471,-70.4750332075471,312.31804245283,72054,72060,"symmetric","720571",10
"1439",1439,73506,156.28,161.54,171.82,166.68,10.4,10.4,0.0624,6,-37.8174735849057,-37.8174735849057,1128.94038679245,73504,73510,"symmetric","735061",51
"1451",1451,73828,754.96,952.52,930.13,941.325,186.36,186.365,0.198,6,-972.252195283018,-972.252195283018,5617.01129433962,73826,73832,"symmetric","738281",12
"1459",1459,73960,691.26,788.77,843.46,816.115,124.86,124.855,0.153,6,-297.166364150943,-297.166364150943,5415.64748490566,73957,73963,"symmetric","739601",38
"1473",1473,74517,409.45,485.28,724.07,604.675,195.22,195.225,0.3229,6,-893.462136792453,-893.462136792453,3339.27874528302,74515,74521,"symmetric","745171",15
"1474",1474,74594,310.19,1047.47,802.7,925.085,614.9,614.895,0.6647,6,-1846.04668301887,-1846.04668301887,4629.53574339623,74592,74598,"symmetric","745941",77
"1480",1480,74989,937.61,1073.61,999.48,1036.545,98.94,98.935,0.0955,6,97.9245849056606,97.9245849056606,7353.7433490566,74985,74991,"symmetric","749891",13
"1481",1481,75000,739.77,843.79,809.78,826.785,87.01,87.015,0.1052,6,-271.684825471699,-271.684825471699,5515.79573207547,74997,75003,"symmetric","750001",11
"1482",1482,75008,644.63,692.71,740.93,716.82,72.19,72.19,0.1007,6,-346.051214150943,-346.051214150943,4671.71043962264,75005,75011,"symmetric","750081",8
"1488",1488,75216,431.48,544.06,465.24,504.65,73.17,73.17,0.145,6,-264.304553773585,-264.304553773585,3268.24981132075,75213,75219,"symmetric","752161",16
"1494",1494,75731,631.88,843.44,712.38,777.91,146.03,146.03,0.1877,6,-178.937235849057,-178.937235849057,5266.43091509434,75728,75734,"symmetric","757311",34
"1506",1506,75910,1266.94,1723.1,1641.6,1682.35,415.41,415.41,0.2469,6,-993.468752830189,-993.468752830189,10783.0035679245,75906,75912,"symmetric","759101",6
"1513",1513,76161,962.39,1200.19,1044.58,1122.385,160,159.995,0.1426,6,-789.525093396226,-789.525093396226,7067.17406037736,76159,76165,"symmetric","761611",16
"1519",1519,76256,498.76,607.32,670.88,639.1,140.34,140.34,0.2196,6,-577.598383018868,-577.598383018868,3896.09782641509,76254,76260,"symmetric","762561",21
"1531",1531,76690,183.75,210.26,197.04,203.65,19.9,19.9,0.0977,6,-89.8536311320754,-89.8536311320754,1335.69010188679,76687,76693,"symmetric","766901",13
"1538",1538,76885,252.88,266.44,303.67,285.055,32.18,32.175,0.1129,6,-110.546278301887,-110.546278301887,1884.82936415094,76883,76889,"symmetric","768851",49
"1549",1549,77225,683.78,780.07,747.23,763.65,79.87,79.87,0.1046,6,-201.75987735849,-201.75987735849,5143.78584339623,77222,77228,"symmetric","772251",22
"1550",1550,77230,652.04,747.23,1126.93,937.08,285.04,285.04,0.3042,6,-1171.40238679245,-1171.40238679245,5388.15392830189,77228,77234,"symmetric","772301",5
"1563",1563,77736,500.36,578.06,637.38,607.72,107.36,107.36,0.1767,6,-342.1971,-342.1971,3911.85198679245,77734,77740,"symmetric","777361",6
"1582",1582,78137,974.18,1467.57,1327.01,1397.29,423.11,423.11,0.3028,6,-1330.9510754717,-1330.9510754717,8450.07113207547,78134,78140,"symmetric","781371",12
"1586",1586,78263,795.44,987.24,936.56,961.9,166.46,166.46,0.1731,6,-222.441648113208,-222.441648113208,6510.87740377358,78260,78266,"symmetric","782631",49
"1591",1591,78667,77.2,84.29,87.54,85.915,8.72,8.715,0.1015,6,-55.3865332075472,-55.3865332075472,546.028631320755,78665,78671,"symmetric","786671",307
"1598",1598,78947,1167.71,1552.26,1384.22,1468.24,300.53,300.53,0.2047,6,-956.402049056604,-956.402049056604,9321.27768679245,78945,78951,"symmetric","789471",13
"1602",1602,78976,1373.9,1532.85,1507.6,1520.225,146.32,146.325,0.0962,6,-829.065379245283,-829.065379245283,9812.51008301887,78973,78979,"symmetric","789761",8
"1604",1604,78999,528.08,891.23,756.4,823.815,295.74,295.735,0.359,6,-686.358135849057,-686.358135849057,5080.34924150943,78996,79002,"symmetric","789991",10
"1607",1607,79059,1176.88,1466.53,1535.19,1500.86,323.98,323.98,0.2159,6,-1317.1914,-1317.1914,9188.82648679245,79057,79063,"symmetric","790591",16
"1612",1612,79281,654.73,863.16,1136.2,999.68,344.95,344.95,0.3451,6,-1228.08984622641,-1228.08984622641,5769.65779811321,79279,79285,"symmetric","792811",12
"1619",1619,79401,303.98,614.31,703.28,658.795,354.81,354.815,0.5386,6,-1543.78867075472,-1543.78867075472,3067.76289056604,79399,79405,"symmetric","794011",26
"1621",1621,79476,203.86,227.44,223.35,225.395,21.53,21.535,0.0955,6,-91.4179924528303,-91.4179924528303,1486.37766226415,79474,79480,"symmetric","794761",31
"1635",1635,80100,1381.56,1511.97,1474.91,1493.44,111.88,111.88,0.0749,6,334.501471698113,334.501471698113,10788.6061698113,80096,80102,"symmetric","801001",10
"1644",1644,80308,665.94,816.47,1183.67,1000.07,334.13,334.13,0.3341,6,-1474.48462924528,-1474.48462924528,5526.00969622642,80305,80311,"symmetric","803081",13
"1675",1675,81240,656.25,1743.87,975.9,1359.885,703.64,703.635,0.5174,6,-2172.7890509434,-2172.7890509434,7346.40729622641,81237,81243,"symmetric","812401",92
"1684",1684,81458,530.88,685.91,705.17,695.54,164.66,164.66,0.2367,6,-563.27800754717,-563.27800754717,4305.4834754717,81454,81460,"symmetric","814581",27
"1707",1707,82038,92,125.77,103.1,114.435,22.44,22.435,0.1961,6,2.52818405660389,2.52818405660389,803.584755849057,82034,82040,"symmetric","820381",28
"1709",1709,82108,321.62,376.55,351.36,363.955,42.34,42.335,0.1163,6,-207.236895283019,-207.236895283019,2340.44049056604,82105,82111,"symmetric","821081",9
"1725",1725,82585,277.7,300.4,357.94,329.17,51.47,51.47,0.1564,6,-196.127201886792,-196.127201886792,2108.08282075472,82582,82588,"symmetric","825851",7
"1739",1739,83304,850.19,1155.6,1306.96,1231.28,381.09,381.09,0.3095,6,-1544.46978396226,-1544.46978396226,7074.49786981132,83301,83307,"symmetric","833041",27
"1745",1745,83412,957.99,1143.47,1033.83,1088.65,130.66,130.66,0.12,6,-557.19458490566,-557.19458490566,7063.35946981132,83409,83415,"symmetric","834121",23
"1747",1747,83514,320.4,1230.12,606.55,918.335,597.93,597.935,0.6511,6,-2487.67945471698,-2487.67945471698,3940.69100943396,83511,83517,"symmetric","835141",92
"1769",1769,84437,942.65,1359.99,1344.92,1352.455,409.8,409.805,0.303,6,-2594.36650754717,-2594.36650754717,6872.82595471698,84435,84441,"symmetric","844371",55
"1793",1793,88314,189.84,204.23,201.11,202.67,12.83,12.83,0.0633,6,-20.5207641509433,-20.5207641509433,1398.16957924528,88311,88317,"symmetric","883141",1198
"1802",1802,88495,447.22,537.36,577.13,557.245,110.02,110.025,0.1974,6,-537.983329245283,-537.983329245283,3362.71201132075,88492,88498,"symmetric","884951",12
"1804",1804,88542,892.36,1024.46,1328.2,1176.33,283.97,283.97,0.2414,6,-441.107278301886,-441.107278301886,7793.21934339623,88538,88544,"symmetric","885421",12
"1818",1818,89389,712.76,795.65,986.28,890.965,178.2,178.205,0.2,6,-792.055316037736,-792.055316037736,5444.70106415094,89387,89393,"symmetric","893891",120
"1826",1826,89581,476.58,504.29,500.21,502.25,25.67,25.67,0.0511,6,-103.052428301886,-103.052428301886,3412.67778679245,89579,89585,"symmetric","895811",17
"1844",1844,90668,1361.98,1452.07,1432.76,1442.415,80.43,80.435,0.0558,6,-300.852933962264,-300.852933962264,9796.05424528302,90665,90671,"symmetric","906681",397
"1851",1851,90982,680,792.28,772.77,782.525,102.52,102.525,0.131,6,-373.099550943396,-373.099550943396,5104.55312830189,90979,90985,"symmetric","909821",37
"1868",1868,91705,823.08,942.92,943.48,943.2,120.12,120.12,0.1274,6,-663.073811320754,-663.073811320754,5939.32690188679,91702,91708,"symmetric","917051",25
"1869",1869,91722,761.15,816.62,810.14,813.38,52.23,52.23,0.0642,6,-152.042951886792,-152.042951886792,5541.59613396226,91719,91725,"symmetric","917221",17
"1875",1875,91852,107.98,125.3,122.16,123.73,15.75,15.75,0.1273,6,-90.7182407547169,-90.7182407547169,775.393694150943,91850,91856,"symmetric","918521",14
"1888",1888,92330,88.57,115.21,112.38,113.795,25.22,25.225,0.2216,6,-123.291618113208,-123.291618113208,673.297998113208,92327,92333,"symmetric","923301",35
"1892",1892,92441,451.53,834.96,597.12,716.04,264.51,264.51,0.3694,6,-794.69251981132,-794.69251981132,4217.5907490566,92438,92444,"symmetric","924411",35
"1893",1893,92481,395.51,512.11,552.11,532.11,136.6,136.6,0.2567,6,-552.240645283019,-552.240645283019,3172.53105849057,92478,92484,"symmetric","924811",40
"1896",1896,92757,888.19,1114.25,970.4,1042.325,154.14,154.135,0.1479,6,210.275634905661,210.275634905661,7506.55365283019,92754,92760,"symmetric","927571",168
"1917",1917,93994,275.98,817.59,526.79,672.19,396.21,396.21,0.5894,6,-1274.58521320755,-1274.58521320755,3430.75664716981,93991,93997,"symmetric","939941",11
"1936",1936,94582,381.66,456.23,404.12,430.175,48.51,48.515,0.1128,6,-188.122338679245,-188.122338679245,2823.10346037736,94579,94585,"symmetric","945821",44
"1944",1944,94800,1043.68,1428.75,1940.39,1684.57,640.89,640.89,0.3804,6,-2645.86472830189,-2645.86472830189,9146.10915849057,94798,94804,"symmetric","948001",15
"1949",1949,94921,1356.13,1474.14,1530.85,1502.495,146.36,146.365,0.0974,6,-1008.99468679245,-1008.99468679245,9508.46007735849,94917,94923,"symmetric","949211",21
"1951",1951,94982,204.19,1086.84,586.8,836.82,632.63,632.63,0.756,6,-2479.30592264151,-2479.30592264151,3378.438,94979,94985,"symmetric","949821",42
"1953",1953,95056,187.05,320.24,253.44,286.84,99.79,99.79,0.3479,6,-443.981504716981,-443.981504716981,1563.91437735849,95053,95059,"symmetric","950561",46
"1974",1974,95801,1136.3,1584.74,1770.5,1677.62,541.32,541.32,0.3227,6,-3152.09326415094,-3152.09326415094,8591.2416509434,95799,95805,"symmetric","958011",14
"1977",1977,95820,635.33,1347.21,928.01,1137.61,502.28,502.28,0.4415,6,-474.972155660378,-474.972155660378,7488.2817509434,95818,95824,"symmetric","958201",5
"1989",1989,96118,236.24,558.79,458.02,508.405,272.16,272.165,0.5353,6,-1165.29418018868,-1165.29418018868,2393.51632641509,96116,96122,"symmetric","961181",46
"2003",2003,96712,729.85,885.56,1444.27,1164.915,435.06,435.065,0.3735,6,-1238.79289245283,-1238.79289245283,6915.59083018868,96709,96715,"symmetric","967121",90
"2004",2004,96724,697.22,958.62,824.52,891.57,194.35,194.35,0.218,6,131.111736792453,131.111736792453,6372.11586226415,96720,96726,"symmetric","967241",12
"2008",2008,96760,1116.89,1252.82,1490.91,1371.865,254.97,254.975,0.1859,6,-817.627194339622,-817.627194339622,8785.43071132075,96757,96763,"symmetric","967601",14
"2023",2023,97600,543.82,702.4,601.54,651.97,108.15,108.15,0.1659,6,-487.039389622641,-487.039389622641,4076.76934528302,97597,97603,"symmetric","976001",8
"2026",2026,98126,618.03,708.97,635.08,672.025,54,53.995,0.0804,6,-98.1966141509429,-98.1966141509429,4605.96161886792,98122,98128,"symmetric","981261",17
"2027",2027,98149,224.78,276.21,420.48,348.345,123.57,123.565,0.3547,6,-548.158661320755,-548.158661320755,1890.23143584906,98146,98152,"symmetric","981491",23
"2031",2031,98213,131.73,233.9,163.8,198.85,67.12,67.12,0.3375,6,-324.269558490566,-324.269558490566,1067.67787924528,98211,98217,"symmetric","982131",9
"2033",2033,98242,122.76,140.88,141.41,141.145,18.38,18.385,0.1302,6,-79.4692103773585,-79.4692103773585,908.5293,98239,98245,"symmetric","982421",12
"2038",2038,98969,1060.04,1259.91,1203.47,1231.69,171.65,171.65,0.1394,6,-602.177654716981,-602.177654716981,8019.66773207547,98966,98972,"symmetric","989691",466
"2039",2039,99023,957.65,1052.54,1022.95,1037.745,80.09,80.095,0.0772,6,-721.31927264151,-721.31927264151,6542.90886226415,99021,99027,"symmetric","990231",54
"2046",2046,99175,349.08,411.59,397.66,404.625,55.55,55.545,0.1373,6,-175.7637,-175.7637,2656.61870943396,99171,99177,"symmetric","991751",8
"2055",2055,99539,532.28,767.97,593.23,680.6,148.32,148.32,0.2179,6,-389.360683018867,-389.360683018867,4374.81473773585,99536,99542,"symmetric","995391",10
"2057",2057,99600,558.46,663.23,587.73,625.48,67.02,67.02,0.1071,6,-279.512872641509,-279.512872641509,4098.84787358491,99597,99603,"symmetric","996001",29
"2058",2058,99612,811.49,970.02,882.51,926.265,114.77,114.775,0.1239,6,-178.71941037736,-178.71941037736,6305.13675849057,99609,99615,"symmetric","996121",12
"2060",2060,99656,724.3,827.6,900.6,864.1,139.8,139.8,0.1618,6,-495.454525471698,-495.454525471698,5553.25612641509,99654,99660,"symmetric","996561",11
"2064",2064,99732,1124.58,1215.6,1302.61,1259.105,134.53,134.525,0.1068,6,-481.140747169811,-481.140747169811,8332.57708301887,99729,99735,"symmetric","997321",12
"2068",2068,99981,765.89,929.67,1074.29,1001.98,236.09,236.09,0.2356,6,-673.085521698114,-673.085521698114,6340.79356981132,99978,99984,"symmetric","999811",12
"2092",2092,101999,880.38,993.7,955.82,974.76,94.38,94.38,0.0968,6,-330.117979245283,-330.117979245283,6493.19294716981,101996,102002,"symmetric","1019991",53
